"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval
	"Autauga County, AL"	"01001"	24	3118	7.7	4.9	11.5
	"Baldwin County, AL"	"01003"	65	11014	5.9	4.6	7.5
	"Bibb County, AL"	"01007"	17	1299	13.1	Suppressed	Suppressed
	"Blount County, AL"	"01009"	14	3382	4.1	Suppressed	Suppressed
	"Butler County, AL"	"01013"	11	1231	8.9	Suppressed	Suppressed
	"Calhoun County, AL"	"01015"	51	6751	7.6	5.6	9.9
	"Chambers County, AL"	"01017"	13	2037	6.4	Suppressed	Suppressed
	"Cherokee County, AL"	"01019"	11	1201	9.2	Suppressed	Suppressed
	"Chilton County, AL"	"01021"	21	2767	7.6	4.7	11.6
	"Clarke County, AL"	"01025"	11	1397	7.9	Suppressed	Suppressed
	"Coffee County, AL"	"01031"	24	3117	7.7	4.9	11.5
	"Colbert County, AL"	"01033"	29	3064	9.5	6.3	13.6
	"Covington County, AL"	"01039"	15	2249	6.7	Suppressed	Suppressed
	"Cullman County, AL"	"01043"	30	4892	6.1	4.1	8.8
	"Dale County, AL"	"01045"	17	3324	5.1	Suppressed	Suppressed
	"Dallas County, AL"	"01047"	19	2678	7.1	Suppressed	Suppressed
	"DeKalb County, AL"	"01049"	27	4155	6.5	4.3	9.5
	"Elmore County, AL"	"01051"	30	4765	6.3	4.2	9.0
	"Escambia County, AL"	"01053"	17	2202	7.7	Suppressed	Suppressed
	"Etowah County, AL"	"01055"	64	5876	10.9	8.4	13.9
	"Franklin County, AL"	"01059"	18	2038	8.8	Suppressed	Suppressed
	"Houston County, AL"	"01069"	53	6451	8.2	6.2	10.7
	"Jackson County, AL"	"01071"	31	2793	11.1	7.5	15.8
	"Jefferson County, AL"	"01073"	488	44300	11.0	10.0	12.0
	"Lauderdale County, AL"	"01077"	38	4683	8.1	5.7	11.1
	"Lawrence County, AL"	"01079"	12	1827	6.6	Suppressed	Suppressed
	"Lee County, AL"	"01081"	63	9050	7.0	5.3	8.9
	"Limestone County, AL"	"01083"	35	5024	7.0	4.9	9.7
	"Macon County, AL"	"01087"	16	971	16.5	Suppressed	Suppressed
	"Madison County, AL"	"01089"	161	20595	7.8	6.6	9.0
	"Marengo County, AL"	"01091"	14	1232	11.4	Suppressed	Suppressed
	"Marion County, AL"	"01093"	13	1540	8.4	Suppressed	Suppressed
	"Marshall County, AL"	"01095"	45	6432	7.0	5.1	9.4
	"Mobile County, AL"	"01097"	266	28041	9.5	8.3	10.6
	"Monroe County, AL"	"01099"	15	1165	12.9	Suppressed	Suppressed
	"Montgomery County, AL"	"01101"	146	15795	9.2	7.7	10.7
	"Morgan County, AL"	"01103"	65	6991	9.3	7.2	11.9
	"Pickens County, AL"	"01107"	15	1098	13.7	Suppressed	Suppressed
	"Pike County, AL"	"01109"	19	1931	9.8	Suppressed	Suppressed
	"Randolph County, AL"	"01111"	13	1269	10.2	Suppressed	Suppressed
	"Russell County, AL"	"01113"	44	4678	9.4	6.8	12.6
	"St. Clair County, AL"	"01115"	34	5147	6.6	4.6	9.2
	"Shelby County, AL"	"01117"	75	11992	6.3	4.9	7.8
	"Sumter County, AL"	"01119"	15	726	20.7	Suppressed	Suppressed
	"Talladega County, AL"	"01121"	44	4324	10.2	7.4	13.7
	"Tallapoosa County, AL"	"01123"	19	2340	8.1	Suppressed	Suppressed
	"Tuscaloosa County, AL"	"01125"	104	12272	8.5	6.8	10.1
	"Walker County, AL"	"01127"	38	3993	9.5	6.7	13.1
	"Winston County, AL"	"01133"	11	1206	9.1	Suppressed	Suppressed
	"Anchorage Borough, AK"	"02020"	127	23463	5.4	4.5	6.4
	"Bethel Census Area, AK"	"02050"	22	2136	10.3	6.5	15.6
	"Fairbanks North Star Borough, AK"	"02090"	41	8389	4.9	3.5	6.6
	"Juneau Borough, AK"	"02110"	10	1970	5.1	Suppressed	Suppressed
	"Kenai Peninsula Borough, AK"	"02122"	15	3573	4.2	Suppressed	Suppressed
	"Matanuska-Susitna Borough, AK"	"02170"	29	6937	4.2	2.8	6.0
	"Nome Census Area, AK"	"02180"	11	1131	9.7	Suppressed	Suppressed
	"North Slope Borough, AK"	"02185"	10	863	11.6	Suppressed	Suppressed
	"Northwest Arctic Borough, AK"	"02188"	13	930	14.0	Suppressed	Suppressed
	"Wade Hampton Census Area, AK"	"02270"	11	1173	9.4	Suppressed	Suppressed
	"Apache County, AZ"	"04001"	48	5590	8.6	6.3	11.4
	"Cochise County, AZ"	"04003"	51	8214	6.2	4.6	8.2
	"Coconino County, AZ"	"04005"	47	8421	5.6	4.1	7.4
	"Gila County, AZ"	"04007"	23	3050	7.5	4.8	11.3
	"Graham County, AZ"	"04009"	15	2913	5.1	Suppressed	Suppressed
	"Maricopa County, AZ"	"04013"	1561	272272	5.7	5.4	6.0
	"Mohave County, AZ"	"04015"	62	9585	6.5	5.0	8.3
	"Navajo County, AZ"	"04017"	60	8051	7.5	5.7	9.6
	"Pima County, AZ"	"04019"	288	59168	4.9	4.3	5.4
	"Pinal County, AZ"	"04021"	124	22797	5.4	4.5	6.4
	"Santa Cruz County, AZ"	"04023"	17	3244	5.2	Suppressed	Suppressed
	"Yavapai County, AZ"	"04025"	49	9279	5.3	3.9	7.0
	"Yuma County, AZ"	"04027"	105	15569	6.7	5.5	8.0
	"Arkansas County, AR"	"05001"	10	1242	8.1	Suppressed	Suppressed
	"Baxter County, AR"	"05005"	15	1776	8.4	Suppressed	Suppressed
	"Benton County, AR"	"05007"	102	17067	6.0	4.8	7.1
	"Boone County, AR"	"05009"	15	2296	6.5	Suppressed	Suppressed
	"Carroll County, AR"	"05015"	12	1570	7.6	Suppressed	Suppressed
	"Columbia County, AR"	"05027"	10	1471	6.8	Suppressed	Suppressed
	"Craighead County, AR"	"05031"	67	7288	9.2	7.1	11.7
	"Crawford County, AR"	"05033"	35	3897	9.0	6.3	12.5
	"Crittenden County, AR"	"05035"	41	4016	10.2	7.3	13.8
	"Cross County, AR"	"05037"	10	1133	8.8	Suppressed	Suppressed
	"Drew County, AR"	"05043"	12	1214	9.9	Suppressed	Suppressed
	"Faulkner County, AR"	"05045"	59	7689	7.7	5.8	9.9
	"Garland County, AR"	"05051"	29	5498	5.3	3.5	7.6
	"Greene County, AR"	"05055"	24	2857	8.4	5.4	12.5
	"Hempstead County, AR"	"05057"	13	1648	7.9	Suppressed	Suppressed
	"Hot Spring County, AR"	"05059"	12	1738	6.9	Suppressed	Suppressed
	"Howard County, AR"	"05061"	11	945	11.6	Suppressed	Suppressed
	"Independence County, AR"	"05063"	18	2338	7.7	Suppressed	Suppressed
	"Jefferson County, AR"	"05069"	33	4694	7.0	4.8	9.9
	"Logan County, AR"	"05083"	10	1302	7.7	Suppressed	Suppressed
	"Lonoke County, AR"	"05085"	35	4824	7.3	5.1	10.1
	"Madison County, AR"	"05087"	10	987	10.1	Suppressed	Suppressed
	"Miller County, AR"	"05091"	24	3051	7.9	5.0	11.7
	"Mississippi County, AR"	"05093"	32	3280	9.8	6.7	13.8
	"Phillips County, AR"	"05107"	14	1529	9.2	Suppressed	Suppressed
	"Poinsett County, AR"	"05111"	14	1573	8.9	Suppressed	Suppressed
	"Pope County, AR"	"05115"	19	3947	4.8	Suppressed	Suppressed
	"Pulaski County, AR"	"05119"	232	28094	8.3	7.2	9.3
	"St. Francis County, AR"	"05123"	13	1770	7.3	Suppressed	Suppressed
	"Saline County, AR"	"05125"	51	6728	7.6	5.6	10.0
	"Sebastian County, AR"	"05131"	53	8608	6.2	4.6	8.1
	"Sevier County, AR"	"05133"	13	1329	9.8	Suppressed	Suppressed
	"Stone County, AR"	"05137"	10	621	16.1	Suppressed	Suppressed
	"Union County, AR"	"05139"	24	2626	9.1	5.9	13.6
	"Washington County, AR"	"05143"	103	16137	6.4	5.2	7.6
	"White County, AR"	"05145"	46	4963	9.3	6.8	12.4
	"Yell County, AR"	"05149"	10	1383	7.2	Suppressed	Suppressed
	"Alameda County, CA"	"06001"	391	96890	4.0	3.6	4.4
	"Butte County, CA"	"06007"	58	12128	4.8	3.6	6.2
	"Contra Costa County, CA"	"06013"	266	61432	4.3	3.8	4.9
	"El Dorado County, CA"	"06017"	19	7889	2.4	Suppressed	Suppressed
	"Fresno County, CA"	"06019"	589	78973	7.5	6.9	8.1
	"Glenn County, CA"	"06021"	10	1949	5.1	Suppressed	Suppressed
	"Humboldt County, CA"	"06023"	48	7392	6.5	4.8	8.6
	"Imperial County, CA"	"06025"	47	15621	3.0	2.2	4.0
	"Kern County, CA"	"06029"	455	70950	6.4	5.8	7.0
	"Kings County, CA"	"06031"	65	11943	5.4	4.2	6.9
	"Lake County, CA"	"06033"	25	3677	6.8	4.4	10.0
	"Los Angeles County, CA"	"06037"	2795	645562	4.3	4.2	4.5
	"Madera County, CA"	"06039"	70	11511	6.1	4.7	7.7
	"Marin County, CA"	"06041"	38	11701	3.2	2.3	4.5
	"Mendocino County, CA"	"06045"	37	5297	7.0	4.9	9.6
	"Merced County, CA"	"06047"	91	21022	4.3	3.5	5.3
	"Monterey County, CA"	"06053"	159	32886	4.8	4.1	5.6
	"Napa County, CA"	"06055"	26	7385	3.5	2.3	5.2
	"Nevada County, CA"	"06057"	18	4092	4.4	Suppressed	Suppressed
	"Orange County, CA"	"06059"	653	189769	3.4	3.2	3.7
	"Placer County, CA"	"06061"	87	18548	4.7	3.8	5.8
	"Riverside County, CA"	"06065"	685	151578	4.5	4.2	4.9
	"Sacramento County, CA"	"06067"	513	98290	5.2	4.8	5.7
	"San Benito County, CA"	"06069"	17	3639	4.7	Suppressed	Suppressed
	"San Bernardino County, CA"	"06071"	912	153269	6.0	5.6	6.3
	"San Diego County, CA"	"06073"	891	220236	4.0	3.8	4.3
	"San Francisco County, CA"	"06075"	134	44778	3.0	2.5	3.5
	"San Joaquin County, CA"	"06077"	296	50354	5.9	5.2	6.5
	"San Luis Obispo County, CA"	"06079"	73	13125	5.6	4.4	7.0
	"San Mateo County, CA"	"06081"	128	45177	2.8	2.3	3.3
	"Santa Barbara County, CA"	"06083"	111	28647	3.9	3.2	4.6
	"Santa Clara County, CA"	"06085"	382	118405	3.2	2.9	3.5
	"Santa Cruz County, CA"	"06087"	70	15096	4.6	3.6	5.9
	"Shasta County, CA"	"06089"	55	10430	5.3	4.0	6.9
	"Siskiyou County, CA"	"06093"	14	2329	6.0	Suppressed	Suppressed
	"Solano County, CA"	"06095"	142	25865	5.5	4.6	6.4
	"Sonoma County, CA"	"06097"	81	25361	3.2	2.5	4.0
	"Stanislaus County, CA"	"06099"	220	38117	5.8	5.0	6.5
	"Sutter County, CA"	"06101"	32	6487	4.9	3.4	7.0
	"Tehama County, CA"	"06103"	16	3864	4.1	Suppressed	Suppressed
	"Tulare County, CA"	"06107"	202	38670	5.2	4.5	5.9
	"Tuolumne County, CA"	"06109"	13	2284	5.7	Suppressed	Suppressed
	"Ventura County, CA"	"06111"	248	52271	4.7	4.2	5.3
	"Yolo County, CA"	"06113"	57	12079	4.7	3.6	6.1
	"Yuba County, CA"	"06115"	32	6041	5.3	3.6	7.5
	"Adams County, CO"	"08001"	181	33617	5.4	4.6	6.2
	"Arapahoe County, CO"	"08005"	205	38181	5.4	4.6	6.1
	"Boulder County, CO"	"08013"	59	14615	4.0	3.1	5.2
	"Broomfield County, CO"	"08014"	10	3501	2.9	Suppressed	Suppressed
	"Delta County, CO"	"08029"	13	1562	8.3	Suppressed	Suppressed
	"Denver County, CO"	"08031"	274	50247	5.5	4.8	6.1
	"Douglas County, CO"	"08035"	61	17292	3.5	2.7	4.5
	"Eagle County, CO"	"08037"	22	3237	6.8	4.3	10.3
	"El Paso County, CO"	"08041"	242	46249	5.2	4.6	5.9
	"Garfield County, CO"	"08045"	16	4046	4.0	Suppressed	Suppressed
	"Jefferson County, CO"	"08059"	108	28665	3.8	3.1	4.5
	"Larimer County, CO"	"08069"	62	17008	3.6	2.8	4.7
	"Mesa County, CO"	"08077"	47	9037	5.2	3.8	6.9
	"Montezuma County, CO"	"08083"	15	1548	9.7	Suppressed	Suppressed
	"Morgan County, CO"	"08087"	12	2177	5.5	Suppressed	Suppressed
	"Otero County, CO"	"08089"	13	1122	11.6	Suppressed	Suppressed
	"Pueblo County, CO"	"08101"	50	9363	5.3	4.0	7.0
	"Weld County, CO"	"08123"	108	19756	5.5	4.4	6.5
	"Fairfield County, CT"	"09001"	210	50840	4.1	3.6	4.7
	"Hartford County, CT"	"09003"	285	47111	6.0	5.3	6.8
	"Litchfield County, CT"	"09005"	37	7234	5.1	3.6	7.0
	"Middlesex County, CT"	"09007"	30	6981	4.3	2.9	6.1
	"New Haven County, CT"	"09009"	248	44679	5.6	4.9	6.2
	"New London County, CT"	"09011"	66	13614	4.8	3.7	6.2
	"Tolland County, CT"	"09013"	22	5707	3.9	2.4	5.8
	"Windham County, CT"	"09015"	26	5770	4.5	2.9	6.6
	"Kent County, DE"	"10001"	77	10821	7.1	5.6	8.9
	"New Castle County, DE"	"10003"	283	33186	8.5	7.5	9.5
	"Sussex County, DE"	"10005"	64	11242	5.7	4.4	7.3
	"District of Columbia, DC"	"11001"	359	47069	7.6	6.8	8.4
	"Alachua County, FL"	"12001"	112	14476	7.7	6.3	9.2
	"Baker County, FL"	"12003"	19	1733	11.0	Suppressed	Suppressed
	"Bay County, FL"	"12005"	94	11428	8.2	6.6	10.1
	"Bradford County, FL"	"12007"	18	1529	11.8	Suppressed	Suppressed
	"Brevard County, FL"	"12009"	165	25760	6.4	5.4	7.4
	"Broward County, FL"	"12011"	586	108367	5.4	5.0	5.8
	"Charlotte County, FL"	"12015"	20	5089	3.9	2.4	6.1
	"Citrus County, FL"	"12017"	37	5178	7.1	5.0	9.8
	"Clay County, FL"	"12019"	55	10579	5.2	3.9	6.8
	"Collier County, FL"	"12021"	85	16051	5.3	4.2	6.5
	"Columbia County, FL"	"12023"	34	4025	8.4	5.8	11.8
	"DeSoto County, FL"	"12027"	10	1876	5.3	Suppressed	Suppressed
	"Duval County, FL"	"12031"	522	63024	8.3	7.6	9.0
	"Escambia County, FL"	"12033"	149	19364	7.7	6.5	8.9
	"Flagler County, FL"	"12035"	26	4006	6.5	4.2	9.5
	"Gadsden County, FL"	"12039"	30	2777	10.8	7.3	15.4
	"Hardee County, FL"	"12049"	10	1972	5.1	Suppressed	Suppressed
	"Hendry County, FL"	"12051"	13	2975	4.4	Suppressed	Suppressed
	"Hernando County, FL"	"12053"	56	7521	7.4	5.6	9.7
	"Highlands County, FL"	"12055"	28	4538	6.2	4.1	8.9
	"Hillsborough County, FL"	"12057"	649	83937	7.7	7.1	8.3
	"Holmes County, FL"	"12059"	13	992	13.1	Suppressed	Suppressed
	"Indian River County, FL"	"12061"	51	6275	8.1	6.1	10.7
	"Jackson County, FL"	"12063"	19	2475	7.7	Suppressed	Suppressed
	"Lake County, FL"	"12069"	118	15446	7.6	6.3	9.0
	"Lee County, FL"	"12071"	194	32217	6.0	5.2	6.9
	"Leon County, FL"	"12073"	106	15217	7.0	5.6	8.3
	"Manatee County, FL"	"12081"	109	17193	6.3	5.1	7.5
	"Marion County, FL"	"12083"	128	16958	7.5	6.2	8.9
	"Martin County, FL"	"12085"	38	6013	6.3	4.5	8.7
	"Miami-Dade County, FL"	"12086"	738	157516	4.7	4.3	5.0
	"Monroe County, FL"	"12087"	14	3678	3.8	Suppressed	Suppressed
	"Nassau County, FL"	"12089"	18	3807	4.7	Suppressed	Suppressed
	"Okaloosa County, FL"	"12091"	77	13681	5.6	4.4	7.0
	"Okeechobee County, FL"	"12093"	15	2658	5.6	Suppressed	Suppressed
	"Orange County, FL"	"12095"	541	79922	6.8	6.2	7.3
	"Osceola County, FL"	"12097"	103	19898	5.2	4.2	6.2
	"Palm Beach County, FL"	"12099"	353	71275	5.0	4.4	5.5
	"Pasco County, FL"	"12101"	141	24158	5.8	4.9	6.8
	"Pinellas County, FL"	"12103"	260	42601	6.1	5.4	6.8
	"Polk County, FL"	"12105"	274	36799	7.4	6.6	8.3
	"Putnam County, FL"	"12107"	35	4154	8.4	5.9	11.7
	"St. Johns County, FL"	"12109"	47	10010	4.7	3.4	6.2
	"St. Lucie County, FL"	"12111"	78	15007	5.2	4.1	6.5
	"Santa Rosa County, FL"	"12113"	46	9285	5.0	3.6	6.6
	"Sarasota County, FL"	"12115"	70	14530	4.8	3.8	6.1
	"Seminole County, FL"	"12117"	126	22364	5.6	4.7	6.6
	"Sumter County, FL"	"12119"	20	2350	8.5	5.2	13.1
	"Suwannee County, FL"	"12121"	19	2288	8.3	Suppressed	Suppressed
	"Volusia County, FL"	"12127"	132	23709	5.6	4.6	6.5
	"Walton County, FL"	"12131"	30	3588	8.4	5.6	11.9
	"Baldwin County, GA"	"13009"	21	2305	9.1	5.6	13.9
	"Barrow County, GA"	"13013"	28	5366	5.2	3.5	7.5
	"Bartow County, GA"	"13015"	49	6421	7.6	5.6	10.1
	"Ben Hill County, GA"	"13017"	16	1209	13.2	Suppressed	Suppressed
	"Bibb County, GA"	"13021"	154	11787	13.1	11.0	15.1
	"Brooks County, GA"	"13027"	11	829	13.3	Suppressed	Suppressed
	"Bryan County, GA"	"13029"	13	2621	5.0	Suppressed	Suppressed
	"Bulloch County, GA"	"13031"	39	4193	9.3	6.6	12.7
	"Burke County, GA"	"13033"	16	1456	11.0	Suppressed	Suppressed
	"Butts County, GA"	"13035"	15	1503	10.0	Suppressed	Suppressed
	"Camden County, GA"	"13039"	20	4043	4.9	3.0	7.6
	"Carroll County, GA"	"13045"	48	7601	6.3	4.7	8.4
	"Catoosa County, GA"	"13047"	13	3580	3.6	Suppressed	Suppressed
	"Chatham County, GA"	"13051"	150	20158	7.4	6.3	8.6
	"Chattooga County, GA"	"13055"	11	1468	7.5	Suppressed	Suppressed
	"Cherokee County, GA"	"13057"	68	13512	5.0	3.9	6.4
	"Clarke County, GA"	"13059"	41	7127	5.8	4.1	7.8
	"Clayton County, GA"	"13063"	124	18709	6.6	5.5	7.8
	"Cobb County, GA"	"13067"	276	47917	5.8	5.1	6.4
	"Coffee County, GA"	"13069"	22	2947	7.5	4.7	11.3
	"Colquitt County, GA"	"13071"	30	3351	9.0	6.0	12.8
	"Columbia County, GA"	"13073"	55	7738	7.1	5.4	9.3
	"Cook County, GA"	"13075"	15	1083	13.9	Suppressed	Suppressed
	"Coweta County, GA"	"13077"	39	8149	4.8	3.4	6.5
	"Crisp County, GA"	"13081"	24	1511	15.9	10.2	23.6
	"Dawson County, GA"	"13085"	10	1311	7.6	Suppressed	Suppressed
	"Decatur County, GA"	"13087"	15	1806	8.3	Suppressed	Suppressed
	"DeKalb County, GA"	"13089"	398	54542	7.3	6.6	8.0
	"Dodge County, GA"	"13091"	14	1140	12.3	Suppressed	Suppressed
	"Dougherty County, GA"	"13095"	100	7017	14.3	11.5	17.0
	"Douglas County, GA"	"13097"	62	8616	7.2	5.5	9.2
	"Early County, GA"	"13099"	12	686	17.5	Suppressed	Suppressed
	"Effingham County, GA"	"13103"	32	3475	9.2	6.3	13.0
	"Emanuel County, GA"	"13107"	14	1578	8.9	Suppressed	Suppressed
	"Fannin County, GA"	"13111"	12	1027	11.7	Suppressed	Suppressed
	"Fayette County, GA"	"13113"	30	4241	7.1	4.8	10.1
	"Floyd County, GA"	"13115"	49	5800	8.4	6.3	11.2
	"Forsyth County, GA"	"13117"	42	10504	4.0	2.9	5.4
	"Fulton County, GA"	"13121"	468	67783	6.9	6.3	7.5
	"Glynn County, GA"	"13127"	36	4941	7.3	5.1	10.1
	"Gordon County, GA"	"13129"	15	3594	4.2	Suppressed	Suppressed
	"Grady County, GA"	"13131"	12	1667	7.2	Suppressed	Suppressed
	"Gwinnett County, GA"	"13135"	328	55948	5.9	5.2	6.5
	"Habersham County, GA"	"13137"	13	2520	5.2	Suppressed	Suppressed
	"Hall County, GA"	"13139"	64	12843	5.0	3.8	6.4
	"Haralson County, GA"	"13143"	11	1766	6.2	Suppressed	Suppressed
	"Hart County, GA"	"13147"	11	1222	9.0	Suppressed	Suppressed
	"Henry County, GA"	"13151"	82	12960	6.3	5.0	7.9
	"Houston County, GA"	"13153"	70	9939	7.0	5.5	8.9
	"Jackson County, GA"	"13157"	19	4001	4.7	Suppressed	Suppressed
	"Jeff Davis County, GA"	"13161"	13	1049	12.4	Suppressed	Suppressed
	"Jefferson County, GA"	"13163"	15	1073	14.0	Suppressed	Suppressed
	"Jones County, GA"	"13169"	10	1114	9.0	Suppressed	Suppressed
	"Laurens County, GA"	"13175"	32	3199	10.0	6.8	14.1
	"Lee County, GA"	"13177"	13	1700	7.6	Suppressed	Suppressed
	"Liberty County, GA"	"13179"	50	7456	6.7	5.0	8.8
	"Lowndes County, GA"	"13185"	81	8618	9.4	7.5	11.7
	"McDuffie County, GA"	"13189"	13	1448	9.0	Suppressed	Suppressed
	"Meriwether County, GA"	"13199"	12	1152	10.4	Suppressed	Suppressed
	"Mitchell County, GA"	"13205"	12	1339	9.0	Suppressed	Suppressed
	"Monroe County, GA"	"13207"	15	1178	12.7	Suppressed	Suppressed
	"Muscogee County, GA"	"13215"	174	15970	10.9	9.3	12.5
	"Newton County, GA"	"13217"	39	6713	5.8	4.1	7.9
	"Oconee County, GA"	"13219"	11	1543	7.1	Suppressed	Suppressed
	"Paulding County, GA"	"13223"	39	8390	4.6	3.3	6.4
	"Peach County, GA"	"13225"	13	1882	6.9	Suppressed	Suppressed
	"Pickens County, GA"	"13227"	12	1430	8.4	Suppressed	Suppressed
	"Polk County, GA"	"13233"	14	2935	4.8	Suppressed	Suppressed
	"Richmond County, GA"	"13245"	161	15718	10.2	8.7	11.8
	"Rockdale County, GA"	"13247"	58	5021	11.6	8.8	14.9
	"Spalding County, GA"	"13255"	34	4051	8.4	5.8	11.7
	"Tattnall County, GA"	"13267"	11	1567	7.0	Suppressed	Suppressed
	"Thomas County, GA"	"13275"	22	3069	7.2	4.5	10.9
	"Tift County, GA"	"13277"	19	3005	6.3	Suppressed	Suppressed
	"Toombs County, GA"	"13279"	19	2080	9.1	Suppressed	Suppressed
	"Troup County, GA"	"13285"	33	4663	7.1	4.9	9.9
	"Upson County, GA"	"13293"	11	1578	7.0	Suppressed	Suppressed
	"Walker County, GA"	"13295"	25	3746	6.7	4.3	9.9
	"Walton County, GA"	"13297"	29	5828	5.0	3.3	7.1
	"Ware County, GA"	"13299"	21	2491	8.4	5.2	12.9
	"Wayne County, GA"	"13305"	10	1967	5.1	Suppressed	Suppressed
	"Whitfield County, GA"	"13313"	35	7093	4.9	3.4	6.9
	"Hawaii County, HI"	"15001"	47	12125	3.9	2.8	5.2
	"Honolulu County, HI"	"15003"	395	67387	5.9	5.3	6.4
	"Kauai County, HI"	"15007"	15	4419	3.4	Suppressed	Suppressed
	"Maui County, HI"	"15009"	53	9962	5.3	4.0	7.0
	"Ada County, ID"	"16001"	113	25454	4.4	3.6	5.3
	"Bannock County, ID"	"16005"	31	6473	4.8	3.3	6.8
	"Bingham County, ID"	"16011"	17	3665	4.6	Suppressed	Suppressed
	"Bonner County, ID"	"16017"	14	1977	7.1	Suppressed	Suppressed
	"Bonneville County, ID"	"16019"	52	9576	5.4	4.1	7.1
	"Canyon County, ID"	"16027"	97	15603	6.2	5.0	7.6
	"Cassia County, ID"	"16031"	11	1880	5.9	Suppressed	Suppressed
	"Elmore County, ID"	"16039"	14	2338	6.0	Suppressed	Suppressed
	"Jerome County, ID"	"16053"	18	2011	9.0	Suppressed	Suppressed
	"Kootenai County, ID"	"16055"	41	8751	4.7	3.4	6.4
	"Latah County, ID"	"16057"	15	2246	6.7	Suppressed	Suppressed
	"Madison County, ID"	"16065"	17	5462	3.1	Suppressed	Suppressed
	"Minidoka County, ID"	"16067"	13	1631	8.0	Suppressed	Suppressed
	"Nez Perce County, ID"	"16069"	16	2393	6.7	Suppressed	Suppressed
	"Payette County, ID"	"16075"	12	1535	7.8	Suppressed	Suppressed
	"Twin Falls County, ID"	"16083"	27	5987	4.5	3.0	6.6
	"Adams County, IL"	"17001"	24	4127	5.8	3.7	8.7
	"Boone County, IL"	"17007"	15	2886	5.2	Suppressed	Suppressed
	"Champaign County, IL"	"17019"	77	11993	6.4	5.1	8.0
	"Christian County, IL"	"17021"	21	1768	11.9	7.4	18.2
	"Clinton County, IL"	"17027"	11	2132	5.2	Suppressed	Suppressed
	"Coles County, IL"	"17029"	19	2563	7.4	Suppressed	Suppressed
	"Cook County, IL"	"17031"	2384	348795	6.8	6.6	7.1
	"Crawford County, IL"	"17033"	12	1051	11.4	Suppressed	Suppressed
	"DeKalb County, IL"	"17037"	37	6011	6.2	4.3	8.5
	"De Witt County, IL"	"17039"	11	907	12.1	Suppressed	Suppressed
	"DuPage County, IL"	"17043"	231	53522	4.3	3.8	4.9
	"Effingham County, IL"	"17049"	18	2221	8.1	Suppressed	Suppressed
	"Franklin County, IL"	"17055"	16	2403	6.7	Suppressed	Suppressed
	"Fulton County, IL"	"17057"	12	1714	7.0	Suppressed	Suppressed
	"Grundy County, IL"	"17063"	13	3098	4.2	Suppressed	Suppressed
	"Henry County, IL"	"17073"	13	2721	4.8	Suppressed	Suppressed
	"Iroquois County, IL"	"17075"	12	1503	8.0	Suppressed	Suppressed
	"Jackson County, IL"	"17077"	27	3445	7.8	5.2	11.4
	"Jefferson County, IL"	"17081"	15	2412	6.2	Suppressed	Suppressed
	"Kane County, IL"	"17089"	206	34096	6.0	5.2	6.9
	"Kankakee County, IL"	"17091"	57	6714	8.5	6.4	11.0
	"Kendall County, IL"	"17093"	49	8382	5.8	4.3	7.7
	"Knox County, IL"	"17095"	24	2771	8.7	5.5	12.9
	"Lake County, IL"	"17097"	204	39548	5.2	4.5	5.9
	"LaSalle County, IL"	"17099"	36	5983	6.0	4.2	8.3
	"Lee County, IL"	"17103"	10	1775	5.6	Suppressed	Suppressed
	"Livingston County, IL"	"17105"	19	2049	9.3	Suppressed	Suppressed
	"Logan County, IL"	"17107"	15	1522	9.9	Suppressed	Suppressed
	"McHenry County, IL"	"17111"	65	16307	4.0	3.1	5.1
	"McLean County, IL"	"17113"	86	10559	8.1	6.5	10.1
	"Macon County, IL"	"17115"	58	6773	8.6	6.5	11.1
	"Macoupin County, IL"	"17117"	22	2238	9.8	6.2	14.9
	"Madison County, IL"	"17119"	78	15622	5.0	3.9	6.2
	"Marion County, IL"	"17121"	17	2492	6.8	Suppressed	Suppressed
	"Mason County, IL"	"17125"	10	687	14.6	Suppressed	Suppressed
	"Monroe County, IL"	"17133"	10	1663	6.0	Suppressed	Suppressed
	"Morgan County, IL"	"17137"	11	1866	5.9	Suppressed	Suppressed
	"Ogle County, IL"	"17141"	13	2634	4.9	Suppressed	Suppressed
	"Peoria County, IL"	"17143"	105	13455	7.8	6.3	9.3
	"Rock Island County, IL"	"17161"	53	9350	5.7	4.2	7.4
	"St. Clair County, IL"	"17163"	129	17077	7.6	6.3	8.9
	"Saline County, IL"	"17165"	15	1633	9.2	Suppressed	Suppressed
	"Sangamon County, IL"	"17167"	88	11592	7.6	6.1	9.4
	"Stephenson County, IL"	"17177"	13	2526	5.1	Suppressed	Suppressed
	"Tazewell County, IL"	"17179"	46	8034	5.7	4.2	7.6
	"Vermilion County, IL"	"17183"	48	5223	9.2	6.8	12.2
	"Wayne County, IL"	"17191"	10	1051	9.5	Suppressed	Suppressed
	"Whiteside County, IL"	"17195"	11	3171	3.5	Suppressed	Suppressed
	"Will County, IL"	"17197"	200	39481	5.1	4.4	5.8
	"Williamson County, IL"	"17199"	31	3976	7.8	5.3	11.1
	"Winnebago County, IL"	"17201"	109	18057	6.0	4.9	7.2
	"Adams County, IN"	"18001"	20	3372	5.9	3.6	9.2
	"Allen County, IN"	"18003"	191	26086	7.3	6.3	8.4
