"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval
	"Bartholomew County, IN"	"18005"	57	5313	10.7	8.1	13.9
	"Boone County, IN"	"18011"	17	3713	4.6	Suppressed	Suppressed
	"Cass County, IN"	"18017"	21	2507	8.4	5.2	12.8
	"Clark County, IN"	"18019"	57	7409	7.7	5.8	10.0
	"Clay County, IN"	"18021"	12	1586	7.6	Suppressed	Suppressed
	"Clinton County, IN"	"18023"	19	2236	8.5	Suppressed	Suppressed
	"Daviess County, IN"	"18027"	22	2668	8.2	5.2	12.5
	"Dearborn County, IN"	"18029"	11	2622	4.2	Suppressed	Suppressed
	"De Kalb County, IN"	"18033"	15	2603	5.8	Suppressed	Suppressed
	"Delaware County, IN"	"18035"	51	6213	8.2	6.1	10.8
	"Dubois County, IN"	"18037"	21	2706	7.8	4.8	11.9
	"Elkhart County, IN"	"18039"	109	15292	7.1	5.8	8.5
	"Fayette County, IN"	"18041"	14	1227	11.4	Suppressed	Suppressed
	"Floyd County, IN"	"18043"	19	4472	4.2	Suppressed	Suppressed
	"Fulton County, IN"	"18049"	15	1270	11.8	Suppressed	Suppressed
	"Gibson County, IN"	"18051"	18	2087	8.6	Suppressed	Suppressed
	"Grant County, IN"	"18053"	37	3870	9.6	6.7	13.2
	"Greene County, IN"	"18055"	15	1719	8.7	Suppressed	Suppressed
	"Hamilton County, IN"	"18057"	79	19167	4.1	3.3	5.1
	"Hancock County, IN"	"18059"	20	3851	5.2	3.2	8.0
	"Harrison County, IN"	"18061"	11	2147	5.1	Suppressed	Suppressed
	"Hendricks County, IN"	"18063"	47	8734	5.4	4.0	7.2
	"Henry County, IN"	"18065"	21	2388	8.8	5.4	13.4
	"Howard County, IN"	"18067"	29	4964	5.8	3.9	8.4
	"Huntington County, IN"	"18069"	11	2128	5.2	Suppressed	Suppressed
	"Jackson County, IN"	"18071"	23	2906	7.9	5.0	11.9
	"Jasper County, IN"	"18073"	15	1907	7.9	Suppressed	Suppressed
	"Jay County, IN"	"18075"	19	1540	12.3	Suppressed	Suppressed
	"Jefferson County, IN"	"18077"	10	1819	5.5	Suppressed	Suppressed
	"Johnson County, IN"	"18081"	51	9189	5.6	4.1	7.3
	"Knox County, IN"	"18083"	13	2335	5.6	Suppressed	Suppressed
	"Kosciusko County, IN"	"18085"	42	5185	8.1	5.8	10.9
	"Lagrange County, IN"	"18087"	21	3720	5.6	3.5	8.6
	"Lake County, IN"	"18089"	258	30219	8.5	7.5	9.6
	"La Porte County, IN"	"18091"	58	6603	8.8	6.7	11.4
	"Lawrence County, IN"	"18093"	11	2421	4.5	Suppressed	Suppressed
	"Madison County, IN"	"18095"	54	7486	7.2	5.4	9.4
	"Marion County, IN"	"18097"	613	72654	8.4	7.8	9.1
	"Marshall County, IN"	"18099"	17	2929	5.8	Suppressed	Suppressed
	"Miami County, IN"	"18103"	16	1848	8.7	Suppressed	Suppressed
	"Monroe County, IN"	"18105"	39	6521	6.0	4.3	8.2
	"Montgomery County, IN"	"18107"	15	2316	6.5	Suppressed	Suppressed
	"Morgan County, IN"	"18109"	23	3797	6.1	3.8	9.1
	"Noble County, IN"	"18113"	21	3028	6.9	4.3	10.6
	"Porter County, IN"	"18127"	38	8825	4.3	3.0	5.9
	"Posey County, IN"	"18129"	10	1393	7.2	Suppressed	Suppressed
	"Putnam County, IN"	"18133"	12	1773	6.8	Suppressed	Suppressed
	"Ripley County, IN"	"18137"	12	1621	7.4	Suppressed	Suppressed
	"St. Joseph County, IN"	"18141"	140	17568	8.0	6.6	9.3
	"Scott County, IN"	"18143"	14	1442	9.7	Suppressed	Suppressed
	"Shelby County, IN"	"18145"	21	2541	8.3	5.1	12.6
	"Starke County, IN"	"18149"	14	1312	10.7	Suppressed	Suppressed
	"Steuben County, IN"	"18151"	12	1912	6.3	Suppressed	Suppressed
	"Tippecanoe County, IN"	"18157"	90	11470	7.8	6.3	9.6
	"Vanderburgh County, IN"	"18163"	90	11347	7.9	6.4	9.7
	"Vigo County, IN"	"18167"	46	6469	7.1	5.2	9.5
	"Wabash County, IN"	"18169"	14	1723	8.1	Suppressed	Suppressed
	"Warrick County, IN"	"18173"	17	3232	5.3	Suppressed	Suppressed
	"Washington County, IN"	"18175"	11	1579	7.0	Suppressed	Suppressed
	"Wayne County, IN"	"18177"	36	3965	9.1	6.4	12.6
	"Wells County, IN"	"18179"	10	1719	5.8	Suppressed	Suppressed
	"Whitley County, IN"	"18183"	12	1917	6.3	Suppressed	Suppressed
	"Black Hawk County, IA"	"19013"	49	8606	5.7	4.2	7.5
	"Clinton County, IA"	"19045"	14	2849	4.9	Suppressed	Suppressed
	"Dallas County, IA"	"19049"	15	5951	2.5	Suppressed	Suppressed
	"Des Moines County, IA"	"19057"	18	2358	7.6	Suppressed	Suppressed
	"Dubuque County, IA"	"19061"	32	6017	5.3	3.6	7.5
	"Johnson County, IA"	"19103"	23	8959	2.6	1.6	3.9
	"Lee County, IA"	"19111"	12	2088	5.7	Suppressed	Suppressed
	"Linn County, IA"	"19113"	66	13821	4.8	3.7	6.1
	"Polk County, IA"	"19153"	190	33979	5.6	4.8	6.4
	"Pottawattamie County, IA"	"19155"	39	5944	6.6	4.7	9.0
	"Scott County, IA"	"19163"	47	11254	4.2	3.1	5.6
	"Sioux County, IA"	"19167"	13	2542	5.1	Suppressed	Suppressed
	"Story County, IA"	"19169"	26	4633	5.6	3.7	8.2
	"Wapello County, IA"	"19179"	14	2165	6.5	Suppressed	Suppressed
	"Woodbury County, IA"	"19193"	32	7699	4.2	2.8	5.9
	"Barton County, KS"	"20009"	16	1833	8.7	Suppressed	Suppressed
	"Butler County, KS"	"20015"	29	3768	7.7	5.2	11.1
	"Cowley County, KS"	"20035"	13	2283	5.7	Suppressed	Suppressed
	"Crawford County, KS"	"20037"	10	2525	4.0	Suppressed	Suppressed
	"Dickinson County, KS"	"20041"	11	1123	9.8	Suppressed	Suppressed
	"Douglas County, KS"	"20045"	24	6240	3.8	2.5	5.7
	"Ellis County, KS"	"20051"	15	1875	8.0	Suppressed	Suppressed
	"Finney County, KS"	"20055"	25	3497	7.1	4.6	10.6
	"Ford County, KS"	"20057"	30	3367	8.9	6.0	12.7
	"Franklin County, KS"	"20059"	13	1592	8.2	Suppressed	Suppressed
	"Geary County, KS"	"20061"	33	5211	6.3	4.4	8.9
	"Harvey County, KS"	"20079"	15	2165	6.9	Suppressed	Suppressed
	"Johnson County, KS"	"20091"	174	37072	4.7	4.0	5.4
	"Labette County, KS"	"20099"	11	1334	8.2	Suppressed	Suppressed
	"Leavenworth County, KS"	"20103"	20	4886	4.1	2.5	6.3
	"Lyon County, KS"	"20111"	16	2082	7.7	Suppressed	Suppressed
	"McPherson County, KS"	"20113"	11	1711	6.4	Suppressed	Suppressed
	"Montgomery County, KS"	"20125"	14	2284	6.1	Suppressed	Suppressed
	"Reno County, KS"	"20155"	34	3668	9.3	6.4	13.0
	"Riley County, KS"	"20161"	28	5384	5.2	3.5	7.5
	"Saline County, KS"	"20169"	16	3778	4.2	Suppressed	Suppressed
	"Sedgwick County, KS"	"20173"	260	37863	6.9	6.0	7.7
	"Seward County, KS"	"20175"	15	2228	6.7	Suppressed	Suppressed
	"Shawnee County, KS"	"20177"	73	11872	6.1	4.8	7.7
	"Sumner County, KS"	"20191"	11	1355	8.1	Suppressed	Suppressed
	"Wyandotte County, KS"	"20209"	108	13735	7.9	6.4	9.3
	"Adair County, KY"	"21001"	12	1052	11.4	Suppressed	Suppressed
	"Allen County, KY"	"21003"	12	1276	9.4	Suppressed	Suppressed
	"Anderson County, KY"	"21005"	12	1263	9.5	Suppressed	Suppressed
	"Barren County, KY"	"21009"	20	2745	7.3	4.5	11.3
	"Bell County, KY"	"21013"	16	1762	9.1	Suppressed	Suppressed
	"Boone County, KY"	"21015"	35	8516	4.1	2.9	5.7
	"Boyd County, KY"	"21019"	26	2906	8.9	5.8	13.1
	"Breckinridge County, KY"	"21027"	13	1133	11.5	Suppressed	Suppressed
	"Bullitt County, KY"	"21029"	22	3868	5.7	3.6	8.6
	"Campbell County, KY"	"21037"	28	5690	4.9	3.3	7.1
	"Casey County, KY"	"21045"	15	983	15.3	Suppressed	Suppressed
	"Christian County, KY"	"21047"	54	7771	6.9	5.2	9.1
	"Daviess County, KY"	"21059"	40	6687	6.0	4.3	8.1
	"Fayette County, KY"	"21067"	121	20249	6.0	4.9	7.0
	"Fleming County, KY"	"21069"	12	966	12.4	Suppressed	Suppressed
	"Floyd County, KY"	"21071"	23	2508	9.2	5.8	13.8
	"Franklin County, KY"	"21073"	24	2871	8.4	5.4	12.4
	"Grant County, KY"	"21081"	11	1807	6.1	Suppressed	Suppressed
	"Graves County, KY"	"21083"	14	2474	5.7	Suppressed	Suppressed
	"Greenup County, KY"	"21089"	10	1949	5.1	Suppressed	Suppressed
	"Hardin County, KY"	"21093"	52	7867	6.6	4.9	8.7
	"Harlan County, KY"	"21095"	12	1881	6.4	Suppressed	Suppressed
	"Harrison County, KY"	"21097"	11	1057	10.4	Suppressed	Suppressed
	"Henderson County, KY"	"21101"	25	2851	8.8	5.7	12.9
	"Hopkins County, KY"	"21107"	10	2763	3.6	Suppressed	Suppressed
	"Jefferson County, KY"	"21111"	340	50141	6.8	6.1	7.5
	"Jessamine County, KY"	"21113"	31	3368	9.2	6.3	13.1
	"Kenton County, KY"	"21117"	109	11707	9.3	7.6	11.1
	"Knox County, KY"	"21121"	19	2037	9.3	Suppressed	Suppressed
	"Laurel County, KY"	"21125"	33	3629	9.1	6.3	12.8
	"Lincoln County, KY"	"21137"	13	1576	8.2	Suppressed	Suppressed
	"Logan County, KY"	"21141"	14	1773	7.9	Suppressed	Suppressed
	"McCracken County, KY"	"21145"	29	3910	7.4	5.0	10.7
	"McCreary County, KY"	"21147"	11	1151	9.6	Suppressed	Suppressed
	"Madison County, KY"	"21151"	26	5030	5.2	3.4	7.6
	"Mercer County, KY"	"21167"	10	1230	8.1	Suppressed	Suppressed
	"Montgomery County, KY"	"21173"	21	1869	11.2	7.0	17.2
	"Muhlenberg County, KY"	"21177"	11	1691	6.5	Suppressed	Suppressed
	"Nelson County, KY"	"21179"	14	2930	4.8	Suppressed	Suppressed
	"Oldham County, KY"	"21185"	12	2575	4.7	Suppressed	Suppressed
	"Perry County, KY"	"21193"	12	2012	6.0	Suppressed	Suppressed
	"Pike County, KY"	"21195"	38	3566	10.7	7.5	14.6
	"Pulaski County, KY"	"21199"	22	3721	5.9	3.7	9.0
	"Rowan County, KY"	"21205"	14	1397	10.0	Suppressed	Suppressed
	"Scott County, KY"	"21209"	26	3276	7.9	5.2	11.6
	"Shelby County, KY"	"21211"	19	3110	6.1	Suppressed	Suppressed
	"Taylor County, KY"	"21217"	15	1635	9.2	Suppressed	Suppressed
	"Warren County, KY"	"21227"	41	7795	5.3	3.8	7.1
	"Whitley County, KY"	"21235"	15	2803	5.4	Suppressed	Suppressed
	"Acadia Parish, LA"	"22001"	26	4500	5.8	3.8	8.5
	"Allen Parish, LA"	"22003"	14	1615	8.7	Suppressed	Suppressed
	"Ascension Parish, LA"	"22005"	47	8281	5.7	4.2	7.5
	"Avoyelles Parish, LA"	"22009"	13	2785	4.7	Suppressed	Suppressed
	"Bossier Parish, LA"	"22015"	52	9160	5.7	4.2	7.4
	"Caddo Parish, LA"	"22017"	229	18760	12.2	10.6	13.8
	"Calcasieu Parish, LA"	"22019"	98	13818	7.1	5.8	8.6
	"Claiborne Parish, LA"	"22027"	13	851	15.3	Suppressed	Suppressed
	"Concordia Parish, LA"	"22029"	19	1343	14.1	Suppressed	Suppressed
	"De Soto Parish, LA"	"22031"	15	1776	8.4	Suppressed	Suppressed
	"East Baton Rouge Parish, LA"	"22033"	349	30587	11.4	10.2	12.6
	"Evangeline Parish, LA"	"22039"	11	2426	4.5	Suppressed	Suppressed
	"Franklin Parish, LA"	"22041"	18	1423	12.6	Suppressed	Suppressed
	"Iberia Parish, LA"	"22045"	39	5369	7.3	5.2	9.9
	"Iberville Parish, LA"	"22047"	15	2063	7.3	Suppressed	Suppressed
	"Jefferson Parish, LA"	"22051"	199	28924	6.9	5.9	7.8
	"Jefferson Davis Parish, LA"	"22053"	17	2201	7.7	Suppressed	Suppressed
	"Lafayette Parish, LA"	"22055"	113	16857	6.7	5.5	7.9
	"Lafourche Parish, LA"	"22057"	48	6287	7.6	5.6	10.1
	"Lincoln Parish, LA"	"22061"	13	2885	4.5	Suppressed	Suppressed
	"Livingston Parish, LA"	"22063"	80	9231	8.7	6.9	10.8
	"Madison Parish, LA"	"22065"	12	891	13.5	Suppressed	Suppressed
	"Morehouse Parish, LA"	"22067"	17	1836	9.3	Suppressed	Suppressed
	"Natchitoches Parish, LA"	"22069"	35	2635	13.3	9.3	18.5
	"Orleans Parish, LA"	"22071"	176	24324	7.2	6.2	8.3
	"Ouachita Parish, LA"	"22073"	88	11443	7.7	6.2	9.5
	"Pointe Coupee Parish, LA"	"22077"	22	1439	15.3	9.6	23.1
	"Rapides Parish, LA"	"22079"	54	9152	5.9	4.4	7.7
	"Richland Parish, LA"	"22083"	16	1401	11.4	Suppressed	Suppressed
	"Sabine Parish, LA"	"22085"	16	1480	10.8	Suppressed	Suppressed
	"St. Bernard Parish, LA"	"22087"	25	3235	7.7	5.0	11.4
	"St. Charles Parish, LA"	"22089"	24	3236	7.4	4.8	11.0
	"St. James Parish, LA"	"22093"	27	1360	19.9	13.1	28.9
	"St. John the Baptist Parish, LA"	"22095"	23	2941	7.8	5.0	11.7
	"St. Landry Parish, LA"	"22097"	55	6501	8.5	6.4	11.0
	"St. Martin Parish, LA"	"22099"	32	3739	8.6	5.9	12.1
	"St. Mary Parish, LA"	"22101"	27	3856	7.0	4.6	10.2
	"St. Tammany Parish, LA"	"22103"	94	14127	6.7	5.4	8.1
	"Tangipahoa Parish, LA"	"22105"	74	9642	7.7	6.0	9.6
	"Terrebonne Parish, LA"	"22109"	55	8378	6.6	4.9	8.5
	"Union Parish, LA"	"22111"	15	1416	10.6	Suppressed	Suppressed
	"Vermilion Parish, LA"	"22113"	26	4005	6.5	4.2	9.5
	"Vernon Parish, LA"	"22115"	39	5282	7.4	5.3	10.1
	"Washington Parish, LA"	"22117"	32	2926	10.9	7.5	15.4
	"Webster Parish, LA"	"22119"	11	2565	4.3	Suppressed	Suppressed
	"West Baton Rouge Parish, LA"	"22121"	10	1780	5.6	Suppressed	Suppressed
	"Androscoggin County, ME"	"23001"	51	6439	7.9	5.9	10.4
	"Aroostook County, ME"	"23003"	26	3336	7.8	5.1	11.4
	"Cumberland County, ME"	"23005"	80	13901	5.8	4.6	7.2
	"Hancock County, ME"	"23009"	15	2341	6.4	Suppressed	Suppressed
	"Kennebec County, ME"	"23011"	49	5933	8.3	6.1	10.9
	"Oxford County, ME"	"23017"	12	2604	4.6	Suppressed	Suppressed
	"Penobscot County, ME"	"23019"	61	7243	8.4	6.4	10.8
	"Sagadahoc County, ME"	"23023"	10	1668	6.0	Suppressed	Suppressed
	"Somerset County, ME"	"23025"	20	2434	8.2	5.0	12.7
	"Waldo County, ME"	"23027"	16	1830	8.7	Suppressed	Suppressed
	"York County, ME"	"23031"	42	9283	4.5	3.3	6.1
	"Allegany County, MD"	"24001"	24	3384	7.1	4.5	10.6
	"Anne Arundel County, MD"	"24003"	208	34401	6.0	5.2	6.9
	"Baltimore County, MD"	"24005"	308	49068	6.3	5.6	7.0
	"Calvert County, MD"	"24009"	23	4619	5.0	3.2	7.5
	"Caroline County, MD"	"24011"	19	1955	9.7	Suppressed	Suppressed
	"Carroll County, MD"	"24013"	30	8030	3.7	2.5	5.3
	"Cecil County, MD"	"24015"	34	5733	5.9	4.1	8.3
	"Charles County, MD"	"24017"	52	9268	5.6	4.2	7.4
	"Dorchester County, MD"	"24019"	13	1904	6.8	Suppressed	Suppressed
	"Frederick County, MD"	"24021"	53	13865	3.8	2.9	5.0
	"Garrett County, MD"	"24023"	12	1442	8.3	Suppressed	Suppressed
	"Harford County, MD"	"24025"	59	13469	4.4	3.3	5.7
	"Howard County, MD"	"24027"	83	17340	4.8	3.8	5.9
	"Montgomery County, MD"	"24031"	308	65794	4.7	4.2	5.2
	"Prince George's County, MD"	"24033"	531	60524	8.8	8.0	9.5
	"St. Mary's County, MD"	"24037"	39	7124	5.5	3.9	7.5
	"Somerset County, MD"	"24039"	16	1285	12.5	Suppressed	Suppressed
	"Talbot County, MD"	"24041"	19	1633	11.6	Suppressed	Suppressed
	"Washington County, MD"	"24043"	47	8693	5.4	4.0	7.2
	"Wicomico County, MD"	"24045"	55	6151	8.9	6.7	11.6
	"Worcester County, MD"	"24047"	18	2252	8.0	Suppressed	Suppressed
	"Baltimore city, MD"	"24510"	438	44381	9.9	8.9	10.8
	"Barnstable County, MA"	"25001"	33	7710	4.3	2.9	6.0
	"Berkshire County, MA"	"25003"	33	5490	6.0	4.1	8.4
	"Bristol County, MA"	"25005"	120	28402	4.2	3.5	5.0
	"Essex County, MA"	"25009"	184	42327	4.3	3.7	5.0
	"Franklin County, MA"	"25011"	18	3078	5.8	Suppressed	Suppressed
	"Hampden County, MA"	"25013"	150	26615	5.6	4.7	6.5
	"Hampshire County, MA"	"25015"	23	5407	4.3	2.7	6.4
	"Middlesex County, MA"	"25017"	272	87657	3.1	2.7	3.5
	"Norfolk County, MA"	"25021"	130	36237	3.6	3.0	4.2
	"Plymouth County, MA"	"25023"	84	25675	3.3	2.6	4.1
	"Suffolk County, MA"	"25025"	250	47432	5.3	4.6	5.9
	"Worcester County, MA"	"25027"	238	43279	5.5	4.8	6.2
	"Allegan County, MI"	"26005"	37	6760	5.5	3.9	7.5
	"Arenac County, MI"	"26011"	10	645	15.5	Suppressed	Suppressed
	"Barry County, MI"	"26015"	10	3039	3.3	Suppressed	Suppressed
	"Bay County, MI"	"26017"	32	5297	6.0	4.1	8.5
	"Berrien County, MI"	"26021"	72	9396	7.7	6.0	9.7
	"Branch County, MI"	"26023"	18	2560	7.0	Suppressed	Suppressed
	"Calhoun County, MI"	"26025"	57	8333	6.8	5.2	8.9
	"Cass County, MI"	"26027"	18	2638	6.8	Suppressed	Suppressed
	"Chippewa County, MI"	"26033"	10	1796	5.6	Suppressed	Suppressed
	"Clinton County, MI"	"26037"	16	3802	4.2	Suppressed	Suppressed
	"Delta County, MI"	"26041"	10	1875	5.3	Suppressed	Suppressed
	"Eaton County, MI"	"26045"	35	5741	6.1	4.2	8.5
	"Genesee County, MI"	"26049"	202	24783	8.2	7.0	9.3
	"Gladwin County, MI"	"26051"	10	1230	8.1	Suppressed	Suppressed
	"Grand Traverse County, MI"	"26055"	19	4649	4.1	Suppressed	Suppressed
	"Gratiot County, MI"	"26057"	11	2071	5.3	Suppressed	Suppressed
	"Hillsdale County, MI"	"26059"	12	2636	4.6	Suppressed	Suppressed
	"Ingham County, MI"	"26065"	116	16761	6.9	5.7	8.2
	"Ionia County, MI"	"26067"	15	3666	4.1	Suppressed	Suppressed
	"Isabella County, MI"	"26073"	19	3293	5.8	Suppressed	Suppressed
	"Jackson County, MI"	"26075"	51	8919	5.7	4.3	7.5
	"Kalamazoo County, MI"	"26077"	92	15639	5.9	4.7	7.2
	"Kent County, MI"	"26081"	257	44399	5.8	5.1	6.5
	"Lapeer County, MI"	"26087"	15	4065	3.7	Suppressed	Suppressed
	"Lenawee County, MI"	"26091"	36	5330	6.8	4.7	9.4
	"Livingston County, MI"	"26093"	47	8586	5.5	4.0	7.3
	"Macomb County, MI"	"26099"	271	46248	5.9	5.2	6.6
	"Marquette County, MI"	"26103"	14	3188	4.4	Suppressed	Suppressed
	"Mecosta County, MI"	"26107"	22	2057	10.7	6.7	16.2
	"Midland County, MI"	"26111"	25	4309	5.8	3.8	8.6
	"Monroe County, MI"	"26115"	38	7653	5.0	3.5	6.8
	"Montcalm County, MI"	"26117"	18	3599	5.0	Suppressed	Suppressed
	"Muskegon County, MI"	"26121"	85	10515	8.1	6.5	10.0
	"Newaygo County, MI"	"26123"	20	2748	7.3	4.4	11.2
	"Oakland County, MI"	"26125"	410	67295	6.1	5.5	6.7
	"Oceana County, MI"	"26127"	13	1504	8.6	Suppressed	Suppressed
	"Otsego County, MI"	"26137"	14	1238	11.3	Suppressed	Suppressed
	"Ottawa County, MI"	"26139"	98	16716	5.9	4.8	7.1
	"Saginaw County, MI"	"26145"	88	11371	7.7	6.2	9.5
	"St. Clair County, MI"	"26147"	47	7908	5.9	4.4	7.9
	"St. Joseph County, MI"	"26149"	24	4134	5.8	3.7	8.6
	"Sanilac County, MI"	"26151"	11	2122	5.2	Suppressed	Suppressed
	"Shiawassee County, MI"	"26155"	14	3598	3.9	Suppressed	Suppressed
	"Tuscola County, MI"	"26157"	14	2764	5.1	Suppressed	Suppressed
	"Van Buren County, MI"	"26159"	27	4576	5.9	3.9	8.6
	"Washtenaw County, MI"	"26161"	94	18537	5.1	4.1	6.2
	"Wayne County, MI"	"26163"	1099	117345	9.4	8.8	9.9
	"Wexford County, MI"	"26165"	17	2046	8.3	Suppressed	Suppressed
	"Anoka County, MN"	"27003"	84	20765	4.0	3.2	5.0
	"Becker County, MN"	"27005"	12	2025	5.9	Suppressed	Suppressed
	"Beltrami County, MN"	"27007"	34	3473	9.8	6.8	13.7
	"Benton County, MN"	"27009"	18	2815	6.4	Suppressed	Suppressed
	"Blue Earth County, MN"	"27013"	26	3680	7.1	4.6	10.4
	"Carver County, MN"	"27019"	18	5699	3.2	Suppressed	Suppressed
	"Cass County, MN"	"27021"	11	1709	6.4	Suppressed	Suppressed
	"Chisago County, MN"	"27025"	18	2812	6.4	Suppressed	Suppressed
	"Clay County, MN"	"27027"	22	4088	5.4	3.4	8.1
	"Crow Wing County, MN"	"27035"	20	3654	5.5	3.3	8.5
	"Dakota County, MN"	"27037"	119	26101	4.6	3.7	5.4
	"Douglas County, MN"	"27041"	11	2040	5.4	Suppressed	Suppressed
	"Goodhue County, MN"	"27049"	12	2595	4.6	Suppressed	Suppressed
	"Hennepin County, MN"	"27053"	418	82513	5.1	4.6	5.6
	"Isanti County, MN"	"27059"	11	2202	5.0	Suppressed	Suppressed
	"Itasca County, MN"	"27061"	17	2386	7.1	Suppressed	Suppressed
	"McLeod County, MN"	"27085"	11	2095	5.3	Suppressed	Suppressed
	"Mower County, MN"	"27099"	14	2510	5.6	Suppressed	Suppressed
	"Nicollet County, MN"	"27103"	11	1951	5.6	Suppressed	Suppressed
	"Nobles County, MN"	"27105"	10	1774	5.6	Suppressed	Suppressed
	"Olmsted County, MN"	"27109"	50	10884	4.6	3.4	6.1
	"Otter Tail County, MN"	"27111"	16	3203	5.0	Suppressed	Suppressed
	"Polk County, MN"	"27119"	12	2049	5.9	Suppressed	Suppressed
	"Ramsey County, MN"	"27123"	244	38913	6.3	5.5	7.1
	"Rice County, MN"	"27131"	17	3591	4.7	Suppressed	Suppressed
	"St. Louis County, MN"	"27137"	62	10186	6.1	4.7	7.8
	"Scott County, MN"	"27139"	30	9475	3.2	2.1	4.5
	"Sherburne County, MN"	"27141"	28	5913	4.7	3.1	6.8
	"Stearns County, MN"	"27145"	46	9732	4.7	3.5	6.3
	"Washington County, MN"	"27163"	61	14144	4.3	3.3	5.5
	"Winona County, MN"	"27169"	13	2382	5.5	Suppressed	Suppressed
	"Wright County, MN"	"27171"	39	9048	4.3	3.1	5.9
	"Adams County, MS"	"28001"	13	1911	6.8	Suppressed	Suppressed
	"Alcorn County, MS"	"28003"	18	2219	8.1	Suppressed	Suppressed
	"Attala County, MS"	"28007"	10	1245	8.0	Suppressed	Suppressed
	"Bolivar County, MS"	"28011"	20	2605	7.7	4.7	11.9
	"Chickasaw County, MS"	"28017"	16	1246	12.8	Suppressed	Suppressed
	"Claiborne County, MS"	"28021"	10	584	17.1	Suppressed	Suppressed
	"Clarke County, MS"	"28023"	13	919	14.1	Suppressed	Suppressed
	"Clay County, MS"	"28025"	22	1135	19.4	12.1	29.3
	"Coahoma County, MS"	"28027"	18	2193	8.2	Suppressed	Suppressed
	"Copiah County, MS"	"28029"	24	1878	12.8	8.2	19.0
	"Covington County, MS"	"28031"	10	1323	7.6	Suppressed	Suppressed
	"DeSoto County, MS"	"28033"	64	10394	6.2	4.7	7.9
	"Forrest County, MS"	"28035"	66	5363	12.3	9.5	15.7
	"Hancock County, MS"	"28045"	13	2468	5.3	Suppressed	Suppressed
	"Harrison County, MS"	"28047"	114	13956	8.2	6.7	9.7
	"Hinds County, MS"	"28049"	189	16795	11.3	9.6	12.9
	"Holmes County, MS"	"28051"	18	1348	13.4	Suppressed	Suppressed
	"Humphreys County, MS"	"28053"	11	619	17.8	Suppressed	Suppressed
	"Jackson County, MS"	"28059"	62	8129	7.6	5.8	9.8
	"Jasper County, MS"	"28061"	11	1147	9.6	Suppressed	Suppressed
	"Jefferson County, MS"	"28063"	10	572	17.5	Suppressed	Suppressed
	"Jones County, MS"	"28067"	40	4919	8.1	5.8	11.1
	"Lafayette County, MS"	"28071"	25	2786	9.0	5.8	13.2
	"Lamar County, MS"	"28073"	32	3924	8.2	5.6	11.5
	"Lauderdale County, MS"	"28075"	42	5177	8.1	5.8	11.0
	"Leake County, MS"	"28079"	15	1506	10.0	Suppressed	Suppressed
	"Lee County, MS"	"28081"	57	5805	9.8	7.4	12.7
	"Leflore County, MS"	"28083"	20	2443	8.2	5.0	12.6
	"Lincoln County, MS"	"28085"	21	2267	9.3	5.7	14.2
	"Lowndes County, MS"	"28087"	32	3988	8.0	5.5	11.3
	"Madison County, MS"	"28089"	46	6473	7.1	5.2	9.5
	"Marion County, MS"	"28091"	22	1604	13.7	8.6	20.8
	"Marshall County, MS"	"28093"	22	2228	9.9	6.2	14.9
	"Monroe County, MS"	"28095"	17	2138	8.0	Suppressed	Suppressed
	"Montgomery County, MS"	"28097"	12	646	18.6	Suppressed	Suppressed
	"Neshoba County, MS"	"28099"	23	2164	10.6	6.7	15.9
	"Newton County, MS"	"28101"	17	1433	11.9	Suppressed	Suppressed
	"Noxubee County, MS"	"28103"	10	792	12.6	Suppressed	Suppressed
	"Oktibbeha County, MS"	"28105"	27	2789	9.7	6.4	14.1
	"Panola County, MS"	"28107"	24	2508	9.6	6.1	14.2
	"Pearl River County, MS"	"28109"	30	3228	9.3	6.3	13.3
	"Pike County, MS"	"28113"	38	2761	13.8	9.7	18.9
	"Pontotoc County, MS"	"28115"	14	2161	6.5	Suppressed	Suppressed
	"Prentiss County, MS"	"28117"	15	1586	9.5	Suppressed	Suppressed
	"Quitman County, MS"	"28119"	10	518	19.3	Suppressed	Suppressed
	"Rankin County, MS"	"28121"	45	9492	4.7	3.5	6.3
	"Scott County, MS"	"28123"	25	2289	10.9	7.1	16.1
	"Simpson County, MS"	"28127"	20	1631	12.3	7.5	18.9
	"Stone County, MS"	"28131"	11	1068	10.3	Suppressed	Suppressed
	"Sunflower County, MS"	"28133"	25	1661	15.1	9.7	22.2
	"Tallahatchie County, MS"	"28135"	14	786	17.8	Suppressed	Suppressed
	"Tate County, MS"	"28137"	11	1653	6.7	Suppressed	Suppressed
	"Tippah County, MS"	"28139"	12	1380	8.7	Suppressed	Suppressed
	"Union County, MS"	"28145"	11	1848	6.0	Suppressed	Suppressed
	"Warren County, MS"	"28149"	22	3140	7.0	4.4	10.6
	"Washington County, MS"	"28151"	46	3916	11.7	8.6	15.7
	"Winston County, MS"	"28159"	12	999	12.0	Suppressed	Suppressed
	"Yazoo County, MS"	"28163"	19	1785	10.6	Suppressed	Suppressed
	"Barry County, MO"	"29009"	18	2102	8.6	Suppressed	Suppressed
	"Boone County, MO"	"29019"	47	10629	4.4	3.2	5.9
	"Buchanan County, MO"	"29021"	54	5877	9.2	6.9	12.0
