"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval
	"Montgomery County, MD"	"24031"	"2014"	"2014"	10	1849	5.4 (Unreliable)	2.6	9.9
"Total"	"Montgomery County, MD"	"24031"			124	30841	4.0	3.3	4.7
"Total"	"Prince George's County, MD"	"24033"			45	9131	4.9	3.6	6.6
"Total"	"Baltimore city, MD"	"24510"			23	3470	6.6	4.2	9.9
"Total"	"Essex County, MA"	"25009"			30	6626	4.5	3.1	6.5
	"Middlesex County, MA"	"25017"	"2010"	"2010"	12	2296	5.2 (Unreliable)	2.7	9.1
	"Middlesex County, MA"	"25017"	"2011"	"2011"	10	2338	4.3 (Unreliable)	2.1	7.9
	"Middlesex County, MA"	"25017"	"2013"	"2013"	11	2543	4.3 (Unreliable)	2.2	7.7
"Total"	"Middlesex County, MA"	"25017"			124	37181	3.3	2.7	3.9
"Total"	"Norfolk County, MA"	"25021"			43	14474	3.0	2.1	4.0
"Total"	"Suffolk County, MA"	"25025"			33	10852	3.0	2.1	4.3
"Total"	"Worcester County, MA"	"25027"			27	8600	3.1	2.1	4.6
"Total"	"Ingham County, MI"	"26065"			20	3464	5.8	3.5	8.9
"Total"	"Kent County, MI"	"26081"			18	4289	4.2 (Unreliable)	2.5	6.6
"Total"	"Macomb County, MI"	"26099"			34	7509	4.5	3.1	6.3
"Total"	"Oakland County, MI"	"26125"			68	18624	3.7	2.8	4.6
"Total"	"Ottawa County, MI"	"26139"			11	1981	5.6 (Unreliable)	2.8	9.9
"Total"	"Washtenaw County, MI"	"26161"			15	6551	2.3 (Unreliable)	1.3	3.8
"Total"	"Wayne County, MI"	"26163"			64	15650	4.1	3.1	5.2
"Total"	"Anoka County, MN"	"27003"			21	3759	5.6	3.5	8.5
"Total"	"Dakota County, MN"	"27037"			19	5425	3.5 (Unreliable)	2.1	5.5
	"Hennepin County, MN"	"27053"	"2008"	"2008"	17	1543	11.0 (Unreliable)	6.4	17.6
	"Hennepin County, MN"	"27053"	"2009"	"2009"	11	1478	7.4 (Unreliable)	3.7	13.3
"Total"	"Hennepin County, MN"	"27053"			123	23266	5.3	4.4	6.2
"Total"	"Olmsted County, MN"	"27109"			16	2546	6.3 (Unreliable)	3.6	10.2
	"Ramsey County, MN"	"27123"	"1999"	"1999"	12	1086	11.0 (Unreliable)	5.7	19.3
	"Ramsey County, MN"	"27123"	"2006"	"2006"	10	1494	6.7 (Unreliable)	3.2	12.3
	"Ramsey County, MN"	"27123"	"2007"	"2007"	13	1714	7.6 (Unreliable)	4.0	13.0
	"Ramsey County, MN"	"27123"	"2013"	"2013"	11	1709	6.4 (Unreliable)	3.2	11.5
	"Ramsey County, MN"	"27123"	"2014"	"2014"	11	1399	7.9 (Unreliable)	3.9	14.1
	"Ramsey County, MN"	"27123"	"2015"	"2015"	19	1229	15.5 (Unreliable)	9.3	24.1
"Total"	"Ramsey County, MN"	"27123"			140	24225	5.8	4.8	6.7
"Total"	"Scott County, MN"	"27139"			10	2042	4.9 (Unreliable)	2.3	9.0
"Total"	"Washington County, MN"	"27163"			18	3426	5.3 (Unreliable)	3.1	8.3
"Total"	"Clay County, MO"	"29047"			11	1553	7.1 (Unreliable)	3.5	12.7
"Total"	"Jackson County, MO"	"29095"			18	3663	4.9 (Unreliable)	2.9	7.8
"Total"	"St. Louis County, MO"	"29189"			30	9479	3.2	2.1	4.5
"Total"	"Douglas County, NE"	"31055"			12	4700	2.6 (Unreliable)	1.3	4.5
	"Clark County, NV"	"32003"	"2000"	"2000"	10	1161	8.6 (Unreliable)	4.1	15.8
	"Clark County, NV"	"32003"	"2004"	"2004"	12	1856	6.5 (Unreliable)	3.3	11.3
	"Clark County, NV"	"32003"	"2006"	"2006"	10	2125	4.7 (Unreliable)	2.3	8.7
	"Clark County, NV"	"32003"	"2007"	"2007"	11	2217	5.0 (Unreliable)	2.5	8.9
	"Clark County, NV"	"32003"	"2009"	"2009"	12	2389	5.0 (Unreliable)	2.6	8.8
	"Clark County, NV"	"32003"	"2012"	"2012"	13	2123	6.1 (Unreliable)	3.3	10.5
	"Clark County, NV"	"32003"	"2013"	"2013"	10	2177	4.6 (Unreliable)	2.2	8.4
	"Clark County, NV"	"32003"	"2015"	"2015"	13	2790	4.7 (Unreliable)	2.5	8.0
"Total"	"Clark County, NV"	"32003"			142	34206	4.2	3.5	4.8
"Total"	"Washoe County, NV"	"32031"			28	5757	4.9	3.2	7.0
"Total"	"Atlantic County, NJ"	"34001"			19	4497	4.2 (Unreliable)	2.5	6.6
	"Bergen County, NJ"	"34003"	"2009"	"2009"	11	1826	6.0 (Unreliable)	3.0	10.8
"Total"	"Bergen County, NJ"	"34003"			91	28483	3.2	2.6	3.9
"Total"	"Burlington County, NJ"	"34005"			14	4779	2.9 (Unreliable)	1.6	4.9
"Total"	"Camden County, NJ"	"34007"			24	5681	4.2	2.7	6.3
"Total"	"Essex County, NJ"	"34013"			22	8034	2.7	1.7	4.1
"Total"	"Hudson County, NJ"	"34017"			53	24251	2.2	1.6	2.9
"Total"	"Mercer County, NJ"	"34021"			26	7092	3.7	2.4	5.4
	"Middlesex County, NJ"	"34023"	"2010"	"2010"	13	2956	4.4 (Unreliable)	2.3	7.5
	"Middlesex County, NJ"	"34023"	"2011"	"2011"	10	2961	3.4 (Unreliable)	1.6	6.2
"Total"	"Middlesex County, NJ"	"34023"			106	49503	2.1	1.7	2.5
"Total"	"Monmouth County, NJ"	"34025"			13	5953	2.2 (Unreliable)	1.2	3.7
"Total"	"Morris County, NJ"	"34027"			30	10675	2.8	1.9	4.0
"Total"	"Passaic County, NJ"	"34031"			14	6322	2.2 (Unreliable)	1.2	3.7
"Total"	"Somerset County, NJ"	"34035"			26	11226	2.3	1.5	3.4
"Total"	"Union County, NJ"	"34039"			19	6257	3.0 (Unreliable)	1.8	4.7
"Total"	"Bernalillo County, NM"	"35001"			15	4011	3.7 (Unreliable)	2.1	6.2
"Total"	"Albany County, NY"	"36001"			18	3889	4.6 (Unreliable)	2.7	7.3
"Total"	"Bronx County, NY"	"36005"			53	14458	3.7	2.7	4.8
"Total"	"Erie County, NY"	"36029"			32	5720	5.6	3.8	7.9
	"Kings County, NY"	"36047"	"1999"	"1999"	11	2973	3.7 (Unreliable)	1.8	6.6
	"Kings County, NY"	"36047"	"2000"	"2000"	13	3069	4.2 (Unreliable)	2.3	7.2
	"Kings County, NY"	"36047"	"2001"	"2001"	12	3684	3.3 (Unreliable)	1.7	5.7
	"Kings County, NY"	"36047"	"2002"	"2002"	14	3649	3.8 (Unreliable)	2.1	6.4
	"Kings County, NY"	"36047"	"2003"	"2003"	13	3762	3.5 (Unreliable)	1.8	5.9
	"Kings County, NY"	"36047"	"2004"	"2004"	19	3704	5.1 (Unreliable)	3.1	8.0
	"Kings County, NY"	"36047"	"2006"	"2006"	11	3964	2.8 (Unreliable)	1.4	5.0
	"Kings County, NY"	"36047"	"2007"	"2007"	16	4266	3.8 (Unreliable)	2.1	6.1
	"Kings County, NY"	"36047"	"2009"	"2009"	16	4004	4.0 (Unreliable)	2.3	6.5
	"Kings County, NY"	"36047"	"2010"	"2010"	21	3544	5.9	3.7	9.1
	"Kings County, NY"	"36047"	"2011"	"2011"	20	5163	3.9	2.4	6.0
	"Kings County, NY"	"36047"	"2012"	"2012"	11	5367	2.0 (Unreliable)	1.0	3.7
	"Kings County, NY"	"36047"	"2013"	"2013"	13	5855	2.2 (Unreliable)	1.2	3.8
	"Kings County, NY"	"36047"	"2014"	"2014"	14	4779	2.9 (Unreliable)	1.6	4.9
	"Kings County, NY"	"36047"	"2015"	"2015"	13	4502	2.9 (Unreliable)	1.5	4.9
"Total"	"Kings County, NY"	"36047"			234	70612	3.3	2.9	3.7
"Total"	"Monroe County, NY"	"36055"			20	5880	3.4	2.1	5.3
"Total"	"Nassau County, NY"	"36059"			52	18649	2.8	2.1	3.7
"Total"	"New York County, NY"	"36061"			74	36682	2.0	1.6	2.5
"Total"	"Oneida County, NY"	"36065"			14	1927	7.3 (Unreliable)	4.0	12.2
"Total"	"Onondaga County, NY"	"36067"			15	3685	4.1 (Unreliable)	2.3	6.7
"Total"	"Orange County, NY"	"36071"			12	1928	6.2 (Unreliable)	3.2	10.9
	"Queens County, NY"	"36081"	"1999"	"1999"	13	5888	2.2 (Unreliable)	1.2	3.8
	"Queens County, NY"	"36081"	"2000"	"2000"	27	6027	4.5	3.0	6.5
	"Queens County, NY"	"36081"	"2001"	"2001"	16	7218	2.2 (Unreliable)	1.3	3.6
	"Queens County, NY"	"36081"	"2002"	"2002"	16	7167	2.2 (Unreliable)	1.3	3.6
	"Queens County, NY"	"36081"	"2003"	"2003"	25	7394	3.4	2.2	5.0
	"Queens County, NY"	"36081"	"2004"	"2004"	27	7383	3.7	2.4	5.3
	"Queens County, NY"	"36081"	"2005"	"2005"	28	7064	4.0	2.6	5.7
	"Queens County, NY"	"36081"	"2006"	"2006"	22	6980	3.2	2.0	4.8
	"Queens County, NY"	"36081"	"2007"	"2007"	20	7491	2.7	1.6	4.1
	"Queens County, NY"	"36081"	"2008"	"2008"	23	7986	2.9	1.8	4.3
	"Queens County, NY"	"36081"	"2009"	"2009"	17	6903	2.5 (Unreliable)	1.4	3.9
	"Queens County, NY"	"36081"	"2010"	"2010"	25	6407	3.9	2.5	5.8
	"Queens County, NY"	"36081"	"2011"	"2011"	26	7254	3.6	2.3	5.3
	"Queens County, NY"	"36081"	"2012"	"2012"	34	7671	4.4	3.1	6.2
	"Queens County, NY"	"36081"	"2013"	"2013"	24	8307	2.9	1.9	4.3
	"Queens County, NY"	"36081"	"2014"	"2014"	25	7244	3.5	2.2	5.1
	"Queens County, NY"	"36081"	"2015"	"2015"	20	6804	2.9	1.8	4.5
"Total"	"Queens County, NY"	"36081"			388	121188	3.2	2.9	3.5
"Total"	"Richmond County, NY"	"36085"			21	6578	3.2	2.0	4.9
"Total"	"Suffolk County, NY"	"36103"			33	11107	3.0	2.0	4.2
"Total"	"Westchester County, NY"	"36119"			28	12149	2.3	1.5	3.3
"Total"	"Catawba County, NC"	"37035"			16	2084	7.7 (Unreliable)	4.4	12.5
"Total"	"Cumberland County, NC"	"37051"			13	2650	4.9 (Unreliable)	2.6	8.4
"Total"	"Durham County, NC"	"37063"			12	3865	3.1 (Unreliable)	1.6	5.4
"Total"	"Forsyth County, NC"	"37067"			11	1812	6.1 (Unreliable)	3.0	10.9
"Total"	"Guilford County, NC"	"37081"			23	5344	4.3	2.7	6.5
"Total"	"Mecklenburg County, NC"	"37119"			62	13031	4.8	3.6	6.1
"Total"	"Wake County, NC"	"37183"			39	12664	3.1	2.2	4.2
"Total"	"Cuyahoga County, OH"	"39035"			19	8920	2.1 (Unreliable)	1.3	3.3
	"Franklin County, OH"	"39049"	"2015"	"2015"	10	981	10.2 (Unreliable)	4.9	18.7
"Total"	"Franklin County, OH"	"39049"			68	13747	4.9	3.8	6.3
"Total"	"Hamilton County, OH"	"39061"			17	4998	3.4 (Unreliable)	2.0	5.4
"Total"	"Summit County, OH"	"39153"			15	3410	4.4 (Unreliable)	2.5	7.3
"Total"	"Garfield County, OK"	"40047"			11	840	13.1 (Unreliable)	6.5	23.4
"Total"	"Oklahoma County, OK"	"40109"			31	6278	4.9	3.4	7.0
"Total"	"Tulsa County, OK"	"40143"			28	4161	6.7	4.5	9.7
"Total"	"Clackamas County, OR"	"41005"			14	3066	4.6 (Unreliable)	2.5	7.7
"Total"	"Marion County, OR"	"41047"			12	2455	4.9 (Unreliable)	2.5	8.5
"Total"	"Multnomah County, OR"	"41051"			49	11865	4.1	3.1	5.5
"Total"	"Washington County, OR"	"41067"			54	13569	4.0	3.0	5.2
"Total"	"Allegheny County, PA"	"42003"			28	9003	3.1	2.1	4.5
"Total"	"Bucks County, PA"	"42017"			20	5487	3.6	2.2	5.6
"Total"	"Chester County, PA"	"42029"			16	5455	2.9 (Unreliable)	1.7	4.8
"Total"	"Delaware County, PA"	"42045"			34	6872	4.9	3.4	6.9
"Total"	"Lancaster County, PA"	"42071"			10	2723	3.7 (Unreliable)	1.8	6.8
"Total"	"Lehigh County, PA"	"42077"			10	3072	3.3 (Unreliable)	1.6	6.0
"Total"	"Montgomery County, PA"	"42091"			31	12933	2.4	1.6	3.4
	"Philadelphia County, PA"	"42101"	"2007"	"2007"	12	1714	7.0 (Unreliable)	3.6	12.2
	"Philadelphia County, PA"	"42101"	"2012"	"2012"	11	1540	7.1 (Unreliable)	3.6	12.8
"Total"	"Philadelphia County, PA"	"42101"			112	25439	4.4	3.6	5.2
"Total"	"Providence County, RI"	"44007"			44	6723	6.5	4.8	8.8
"Total"	"Charleston County, SC"	"45019"			11	1326	8.3 (Unreliable)	4.1	14.8
"Total"	"Greenville County, SC"	"45045"			12	2557	4.7 (Unreliable)	2.4	8.2
"Total"	"Davidson County, TN"	"47037"			31	6667	4.6	3.2	6.6
"Total"	"Shelby County, TN"	"47157"			44	7077	6.2	4.5	8.3
"Total"	"Bell County, TX"	"48027"			16	3702	4.3 (Unreliable)	2.5	7.0
"Total"	"Bexar County, TX"	"48029"			30	11228	2.7	1.8	3.8
"Total"	"Brazoria County, TX"	"48039"			11	4543	2.4 (Unreliable)	1.2	4.3
"Total"	"Collin County, TX"	"48085"			66	22456	2.9	2.3	3.7
	"Dallas County, TX"	"48113"	"2003"	"2003"	12	2067	5.8 (Unreliable)	3.0	10.1
	"Dallas County, TX"	"48113"	"2013"	"2013"	10	2547	3.9 (Unreliable)	1.9	7.2
"Total"	"Dallas County, TX"	"48113"			110	36299	3.0	2.5	3.6
"Total"	"Denton County, TX"	"48121"			29	10840	2.7	1.8	3.8
"Total"	"Fort Bend County, TX"	"48157"			46	19528	2.4	1.7	3.1
	"Harris County, TX"	"48201"	"1999"	"1999"	10	2901	3.4 (Unreliable)	1.7	6.3
	"Harris County, TX"	"48201"	"2001"	"2001"	10	3442	2.9 (Unreliable)	1.4	5.3
	"Harris County, TX"	"48201"	"2003"	"2003"	19	3597	5.3 (Unreliable)	3.2	8.2
	"Harris County, TX"	"48201"	"2004"	"2004"	13	3626	3.6 (Unreliable)	1.9	6.1
	"Harris County, TX"	"48201"	"2005"	"2005"	12	3550	3.4 (Unreliable)	1.7	5.9
	"Harris County, TX"	"48201"	"2006"	"2006"	12	3676	3.3 (Unreliable)	1.7	5.7
	"Harris County, TX"	"48201"	"2007"	"2007"	11	3858	2.9 (Unreliable)	1.4	5.1
	"Harris County, TX"	"48201"	"2008"	"2008"	11	4045	2.7 (Unreliable)	1.4	4.9
	"Harris County, TX"	"48201"	"2009"	"2009"	21	4022	5.2	3.2	8.0
	"Harris County, TX"	"48201"	"2010"	"2010"	11	3964	2.8 (Unreliable)	1.4	5.0
	"Harris County, TX"	"48201"	"2011"	"2011"	17	3769	4.5 (Unreliable)	2.6	7.2
	"Harris County, TX"	"48201"	"2012"	"2012"	10	4170	2.4 (Unreliable)	1.1	4.4
	"Harris County, TX"	"48201"	"2013"	"2013"	19	4485	4.2 (Unreliable)	2.6	6.6
	"Harris County, TX"	"48201"	"2014"	"2014"	16	4172	3.8 (Unreliable)	2.2	6.2
	"Harris County, TX"	"48201"	"2015"	"2015"	20	4252	4.7	2.9	7.3
"Total"	"Harris County, TX"	"48201"			227	63787	3.6	3.1	4.0
"Total"	"Potter County, TX"	"48375"			15	1609	9.3 (Unreliable)	5.2	15.4
	"Tarrant County, TX"	"48439"	"2009"	"2009"	11	1305	8.4 (Unreliable)	4.2	15.1
"Total"	"Tarrant County, TX"	"48439"			109	21704	5.0	4.1	6.0
"Total"	"Travis County, TX"	"48453"			43	15086	2.9	2.1	3.8
"Total"	"Williamson County, TX"	"48491"			22	5825	3.8	2.4	5.7
	"Salt Lake County, UT"	"49035"	"2008"	"2008"	10	951	10.5 (Unreliable)	5.0	19.3
	"Salt Lake County, UT"	"49035"	"2010"	"2010"	11	1004	11.0 (Unreliable)	5.5	19.6
	"Salt Lake County, UT"	"49035"	"2013"	"2013"	11	1097	10.0 (Unreliable)	5.0	17.9
"Total"	"Salt Lake County, UT"	"49035"			114	15722	7.3	5.9	8.6
"Total"	"Utah County, UT"	"49049"			23	4295	5.4	3.4	8.0
"Total"	"Arlington County, VA"	"51013"			15	5607	2.7 (Unreliable)	1.5	4.4
"Total"	"Chesterfield County, VA"	"51041"			12	1989	6.0 (Unreliable)	3.1	10.5
	"Fairfax County, VA"	"51059"	"2003"	"2003"	16	2779	5.8 (Unreliable)	3.3	9.3
	"Fairfax County, VA"	"51059"	"2006"	"2006"	13	2751	4.7 (Unreliable)	2.5	8.1
	"Fairfax County, VA"	"51059"	"2007"	"2007"	15	2879	5.2 (Unreliable)	2.9	8.6
	"Fairfax County, VA"	"51059"	"2010"	"2010"	10	2918	3.4 (Unreliable)	1.6	6.3
	"Fairfax County, VA"	"51059"	"2011"	"2011"	18	2810	6.4 (Unreliable)	3.8	10.1
	"Fairfax County, VA"	"51059"	"2012"	"2012"	17	2769	6.1 (Unreliable)	3.6	9.8
	"Fairfax County, VA"	"51059"	"2015"	"2015"	10	2801	3.6 (Unreliable)	1.7	6.6
"Total"	"Fairfax County, VA"	"51059"			178	46453	3.8	3.3	4.4
"Total"	"Henrico County, VA"	"51087"			25	6428	3.9	2.5	5.7
"Total"	"Loudoun County, VA"	"51107"			38	13127	2.9	2.0	4.0
"Total"	"Prince William County, VA"	"51153"			28	7889	3.5	2.4	5.1
"Total"	"Alexandria city, VA"	"51510"			16	2993	5.3 (Unreliable)	3.1	8.7
"Total"	"Fairfax city, VA"	"51600"			10	915	10.9 (Unreliable)	5.2	20.1
"Total"	"Virginia Beach city, VA"	"51810"			26	6026	4.3	2.8	6.3
"Total"	"Clark County, WA"	"53011"			24	5113	4.7	3.0	7.0
	"King County, WA"	"53033"	"1999"	"1999"	12	2799	4.3 (Unreliable)	2.2	7.5
	"King County, WA"	"53033"	"2000"	"2000"	16	2857	5.6 (Unreliable)	3.2	9.1
	"King County, WA"	"53033"	"2001"	"2001"	10	3395	2.9 (Unreliable)	1.4	5.4
	"King County, WA"	"53033"	"2002"	"2002"	12	3371	3.6 (Unreliable)	1.8	6.2
	"King County, WA"	"53033"	"2003"	"2003"	14	3703	3.8 (Unreliable)	2.1	6.3
	"King County, WA"	"53033"	"2004"	"2004"	18	4036	4.5 (Unreliable)	2.6	7.0
	"King County, WA"	"53033"	"2005"	"2005"	20	4076	4.9	3.0	7.6
	"King County, WA"	"53033"	"2006"	"2006"	18	4138	4.3 (Unreliable)	2.6	6.9
	"King County, WA"	"53033"	"2007"	"2007"	17	4302	4.0 (Unreliable)	2.3	6.3
	"King County, WA"	"53033"	"2008"	"2008"	22	4460	4.9	3.1	7.5
	"King County, WA"	"53033"	"2009"	"2009"	11	4610	2.4 (Unreliable)	1.2	4.3
	"King County, WA"	"53033"	"2010"	"2010"	16	4502	3.6 (Unreliable)	2.0	5.8
	"King County, WA"	"53033"	"2011"	"2011"	15	4485	3.3 (Unreliable)	1.9	5.5
	"King County, WA"	"53033"	"2012"	"2012"	18	4674	3.9 (Unreliable)	2.3	6.1
	"King County, WA"	"53033"	"2013"	"2013"	16	4881	3.3 (Unreliable)	1.9	5.3
	"King County, WA"	"53033"	"2014"	"2014"	15	4802	3.1 (Unreliable)	1.7	5.2
	"King County, WA"	"53033"	"2015"	"2015"	17	4807	3.5 (Unreliable)	2.1	5.7
"Total"	"King County, WA"	"53033"			267	69898	3.8	3.4	4.3
"Total"	"Kitsap County, WA"	"53035"			14	3220	4.3 (Unreliable)	2.4	7.3
"Total"	"Pierce County, WA"	"53053"			94	15075	6.2	5.0	7.6
"Total"	"Snohomish County, WA"	"53061"			53	15751	3.4	2.5	4.4
"Total"	"Spokane County, WA"	"53063"			15	3013	5.0 (Unreliable)	2.8	8.2
"Total"	"Thurston County, WA"	"53067"			21	3252	6.5	4.0	9.9
"Total"	"Brown County, WI"	"55009"			15	2640	5.7 (Unreliable)	3.2	9.4
"Total"	"Dane County, WI"	"55025"			28	6503	4.3	2.9	6.2
"Total"	"La Crosse County, WI"	"55063"			11	1812	6.1 (Unreliable)	3.0	10.9
"Total"	"Marathon County, WI"	"55073"			18	3174	5.7 (Unreliable)	3.4	9.0
"Total"	"Milwaukee County, WI"	"55079"			65	11884	5.5	4.2	7.0
"Total"	"Outagamie County, WI"	"55087"			13	1946	6.7 (Unreliable)	3.6	11.4
"Total"	"Sheboygan County, WI"	"55117"			15	2262	6.6 (Unreliable)	3.7	10.9
"Total"	"Waukesha County, WI"	"55133"			14	2903	4.8 (Unreliable)	2.6	8.1
"Total"	"Winnebago County, WI"	"55139"			14	1507	9.3 (Unreliable)	5.1	15.6
"Total"					14667	3656466	4.0	3.9	4.1
"---"
"Dataset: Compressed Mortality, 1999-2015"
"Query Parameters:"
"Title:"
"2013 Urbanization: All"
"Age Group: < 1 year"
"Gender: All"
"Hispanic Origin: All"
"ICD-10 Codes: All"
"Race: Asian or Pacific Islander"
"States: All"
"Year: All, 1999 to 2015"
"Group By: County, Year"
"Show Totals: True"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/cmf.html for more information."
"---"
"Query Date: Oct 9, 2017 3:46:34 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Compressed Mortality File"
"1999-2015 on CDC WONDER Online Database, released December 2016. Data are from the Compressed Mortality File 1999-2015 Series 20"
"No. 2U, 2016, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/cmf-icd10.html on Oct 9, 2017 3:46:34 AM"
"---"
Messages:
"1. Rows with zero Deaths are hidden, but the Population values in those rows are included in the totals. Use Quick Options above"
"to show zero rows."
"2. Rows with suppressed Deaths are hidden, but the Deaths and Population values in those rows are included in the totals. Use"
"Quick Options above to show suppressed rows."
"---"
Footnotes:
"1. Data are not available for this area for all of the requested years. See Caveats below for more information."
"2. Data discontinuity due to county line boundary changes in requested years. See Caveats below for more information."
"3. Deaths for Allen Parish, Louisiana are under reported in years 2006 through 2008. See Caveats below for more information."
"---"
Caveats:
"1. Due to confidentiality constraints, sub-national death counts and rates are suppressed when the number of deaths is less than"
"10. Figures representing infant deaths and births have additional constraints for national and local data. More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#Assurance of Confidentiality."
"2. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#Unreliable."
"3. About sub-national population figures for regions, divisions, states and counties: population figures for 1999 are from the"
"1990-1999 series of bridged-race intercensal estimates of the July 1 resident population; population figures for 2000 and 2010"
"are bridged-race April 1 census counts; population figures for 2001-2009 are from the revised 2000-2009 series of bridged-race"
"intercensal estimates of the July 1 resident population; and population figures for 2011-2015 are bridged-race postcensal"
"estimates of the July 1 resident population, from the Vintage 2015 series released by NCHS on June 28, 2016."
"4. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/cmf.html#Age Group."
"5. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#Not Stated."
"6. Information included on the death certificate about the race and Hispanic ethnicity of the decedent is reported by the"
"funeral director as provided by an informant, often the surviving next of kin, or, in the absence of an informant, on the basis"
"of observation. Race and ethnicity information from the census is by self-report. To the extent that race and Hispanic origin"
"are inconsistent between these two data sources, death rates will be biased. More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#Racial Differences."
"7. The method used to calculate 95% confidence intervals is documented here: More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#Confidence-Intervals."
"8. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#2014-Revision."
"9. Denali Borough, Alaska (FIPS code 02068) data are only available for 2003 and later; for computational purposes, counts and"
"population estimates for 1999-2002 are set to zero. Thus, counts and rates shown in multi-year requests for this entity do not"
"include any data for years prior to 2003, only data for 2003 and later. More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#Denali Borough."
"10. Hoonah-Angoon Census Area, Alaska (FIPS code 02105) data are only available for 2014 and later; for computational purposes,"
"counts and population estimates for 1999-2013 are set to zero. Thus, counts and rates shown in multi-year requests for this"
"entity do not include any data for years prior to 2014, only data for 2014 and later. More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#Hoonah-Angoon Census Area."
"11. Petersburg Borough/Census Area, Alaska (FIPS code 02195) data are only available for 2014 and later; for computational"
"purposes, counts and population estimates for 1999-2013 are set to zero. Thus, counts and rates shown in multi-year requests for"
"this entity do not include any data for years prior to 2014, only data for 2014 and later. More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#Petersburg Borough/Census Area."
"12. Prince of Wales-Hyder Census Area, Alaska (FIPS code 02198) data are only available for 2014 and later; for computational"
"purposes, counts and population estimates for 1999-2013 are set to zero. Thus, counts and rates shown in multi-year requests for"
"this entity do not include any data for years prior to 2014, only data for 2014 and later. More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#Prince of Wales-Hyder Census Area."
"13. Prince of Wales-Outer Ketchikan Census Area, Alaska (FIPS code 02201) data are available only for 1999-2013. For 2014 and"
"beyond, death counts and population estimates for Prince of Wales-Outer Ketchikan Census Area Census Area are reported as Prince"
"of Wales-Hyder Census Area (FIPS code 02198). Death counts and population estimates for this entity from multi-year requests,"
"only reflect data from 1999 through 2013; for 2014 and beyond they have been set to zero. More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#Prince of Wales-Outer Ketchikan Census Area."
"14. Skagway Municipality, Alaska (FIPS code 02230) data are only available for 2014 and later; for computational purposes,"
"counts and population estimates for 1999-2013 are set to zero. Thus, counts and rates shown in multi-year requests for this"
"entity do not include any data for years prior to 2014, only data for 2014 and later. More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#Skagway Municipality."
"15. Skagway-Hoonah-Angoon Census Area, Alaska (FIPS code 02232) data are available only for 1999-2013. For 2014 and beyond,"
"death counts and population estimates for Skagway-Hoonah-Angoon Census Area are reported as Hoonah-Angoon Census Area(FIPS code"
"02105) and Skagway Municipality, (FIPS code 02230). Death counts and population estimates for this entity from multi-year"
"requests, only reflect data from 1999 through 2013; for 2014 and beyond they have been set to zero. More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#Skagway-Hoonah-Angoon Census Area."
"16. Wrangell City and Borough, Alaska (FIPS code 02275) data are only available for 2014 and later; for computational purposes,"
"counts and population estimates for 1999-2013 are set to zero. Thus, counts and rates shown in multi-year requests for this"
"entity do not include any data for years prior to 2014, only data for 2014 and later. More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#Wrangell City and Borough."
"17. Wrangell-Petersburg Census Area, Alaska (FIPS code 02280) data are available only for 1999-2013. For 2014 and beyond, death"
"counts and population estimates for Wrangell-Petersburg Census Area are reported as Petersburg Borough/Census Area (FIPS code"
"02195) and Wrangell City and Borough, (FIPS code 02275). Death counts and population estimates for this entity from multi-year"
"requests, only reflect data from 1999 through 2013; for 2014 and beyond they have been set to zero. More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#Wrangell-Petersburg Census Area."
"18. Yukon-Koyukuk Census Area (FIPS code 02290) has a discontinuity in the mortality and population data between the years 2002"
"and 2003. This discontinuity occurs because part of Yukon-Koyukuk Census Area became Denali Borough, Alaska (FIPS code 02068)"
